,added_at,is_local,added_by.type,track.album.album_type,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.disc_number,track.duration_ms,track.episode,track.explicit,track.external_ids.isrc,track.is_local,track.name,track.popularity,track.track,track.track_number,track.type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
0,2020-12-01T05:02:00Z,False,user,album,4yP0hdKOZPNshxUOjY0cZj,After Hours,2020-03-20,day,14,album,1,200040,False,False,USUG11904206,False,Blinding Lights,96,True,9,track,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0VjIjW4GlUZAMYd2vXMi3b,4
1,2020-12-01T05:02:00Z,False,user,single,31IDBea3eEs57a0joX6TjN,Dance Monkey,2019-05-10,day,1,album,1,209754,False,False,QZES71982312,False,Dance Monkey,68,True,1,track,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,1rgnBhdG2JDFTbYkYRZAku,4
2,2020-12-01T05:02:00Z,False,user,album,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,2019-12-06,day,16,album,1,196652,False,True,USAT21906978,False,The Box,87,True,2,track,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,0nbXyq5TXYPCO7pr3N8S4I,4
3,2020-12-01T05:02:00Z,False,user,single,6XcYTEonLIpg9NpAbJnqrC,Roses (Imanbek Remix),2019-09-13,day,1,album,1,176218,False,True,RUB421901499,False,Roses - Imanbek Remix,66,True,1,track,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,2Wo6QQD1KMDWeFkkjLqwx5,4
4,2020-12-01T05:02:00Z,False,user,album,7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,day,11,album,1,183290,False,False,GBAHT1901121,False,Don't Start Now,83,True,2,track,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62,4
5,2020-12-01T05:02:00Z,False,user,album,623PL2MBg50Br5dLXC9E9e,BLAME IT ON BABY,2020-04-17,day,13,album,1,181733,False,True,USUM72007941,False,ROCKSTAR (feat. Roddy Ricch),90,True,7,track,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,7ytR5pFWmSjzHJIeQkgog4,4
6,2020-12-01T05:02:00Z,False,user,album,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,day,12,album,1,174000,False,False,USSM11912587,False,Watermelon Sugar,90,True,2,track,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,6UelLqGlWMcVH1E5c4H7lY,4
7,2020-12-01T05:02:00Z,False,user,single,2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head),2020-02-08,day,1,album,1,173333,False,False,USSM12000925,False,death bed (coffee for your head),88,True,1,track,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx,4
8,2020-12-01T05:02:00Z,False,user,album,1Hy76RlNvOHe6cpih1RxXq,Nicotine,2020-03-26,day,10,album,1,159381,False,False,USUYG1221109,False,Falling,77,True,10,track,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,2rRJrJEo19S2J82BDsQ3F7,4
9,2020-12-01T05:02:00Z,False,user,album,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,day,12,album,1,182160,False,False,DEUM71807062,False,Someone You Loved,90,True,4,track,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,4
10,2020-12-01T05:02:00Z,False,user,single,7mKevNHhVnZER3BLgI8O4F,Tusa,2019-11-07,day,1,album,1,200960,False,False,USUM71921183,False,Tusa,86,True,1,track,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,7k4t7uLgtOxPwTpFmtJNTY,4
11,2020-12-01T05:02:00Z,False,user,single,6HJDrXs0hpebaRFKA1sF90,ROXANNE,2019-10-10,day,1,album,1,163636,False,True,USSM11914320,False,ROXANNE,85,True,1,track,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,5
12,2020-12-01T05:02:00Z,False,user,album,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,day,17,album,1,215280,False,False,USUM71915699,False,Circles,88,True,6,track,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb,4
13,2020-12-01T05:02:00Z,False,user,album,2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,2020-02-06,day,15,album,1,162546,False,True,USUM72001714,False,Blueberry Faygo,82,True,1,track,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,22LAwLoDA5b4AaGSkg6bKW,4
14,2020-12-01T05:02:00Z,False,user,album,63iWSELt9V1kV6RSMxN7Ii,Changes,2020-02-14,day,17,album,1,212866,False,False,USUM72001302,False,Intentions (feat. Quavo),80,True,4,track,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4umIPjkehX1r7uhmGvXiSV,4
15,2020-12-01T05:02:00Z,False,user,album,6OQ9gBfg5EXeNAEwGSs6jK,Dark Lane Demo Tapes,2020-05-01,day,14,album,1,247058,False,True,USUG12001281,False,Toosie Slide,77,True,5,track,0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,466cKvZn1j45IpxDdYZqdA,4
16,2020-12-01T05:02:00Z,False,user,album,2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,day,15,album,1,215106,False,False,DEUM71905868,False,Before You Go,85,True,13,track,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,2gMXnyrvIjhVBUZwvLZDMP,4
17,2020-12-01T05:02:00Z,False,user,album,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,day,12,album,1,237893,False,True,USRC11903454,False,Say So,85,True,5,track,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,3Dv1eDb0MEgF93GpLXlucZ,4
18,2020-12-01T05:02:00Z,False,user,single,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,day,1,album,1,189486,False,False,USUM71913350,False,Memories,87,True,1,track,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,2b8fOow8UzyDFAE27YhOZM,4
19,2020-12-01T05:02:00Z,False,user,album,4bNPOFOzxGhF5jhfIK6lit,High Off Life,2020-05-15,day,21,album,1,237918,False,True,USSM11914962,False,Life Is Good (feat. Drake),77,True,17,track,0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,142.053,1K5KBOgreBi5fkEHvg5ap3,4
20,2020-12-01T05:02:00Z,False,user,single,1XMw3pBrYeXzNXZXc84DNw,Savage Love (Laxed - Siren Beat),2020-06-11,day,1,album,1,171374,False,True,USSM12003798,False,Savage Love (Laxed - Siren Beat),87,True,1,track,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,1xQ6trAsedVPCdbtDAmk0c,4
21,2020-12-01T05:02:00Z,False,user,album,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,day,12,album,1,207133,False,False,USSM11912588,False,Adore You,86,True,3,track,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,3jjujdWJ72nww5eGnfs2E7,4
22,2020-12-01T05:02:00Z,False,user,single,3nBQlhUvErkw8DVpF47WAn,Breaking Me,2019-12-19,day,1,album,1,166793,False,False,DEUM71906724,False,Breaking Me,88,True,1,track,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,3H7ihDc1dqLriiWXwsc2po,4
23,2020-12-01T05:02:00Z,False,user,single,4YMnOf4a7obOcN1Gy2QEuM,Mood (feat. iann dior),2020-07-24,day,1,album,1,140525,False,True,USQX92003025,False,Mood (feat. iann dior),95,True,1,track,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,3tjFYV6RSFtuktYl3ZtYcq,4
24,2020-12-01T05:02:00Z,False,user,single,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,2019-11-13,day,1,album,1,245425,False,False,USUM71922577,False,everything i wanted,85,True,1,track,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,3ZCTVFBt2Brf31RLEnCkWJ,4
25,2020-12-01T05:02:00Z,False,user,album,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),2019-06-19,day,16,album,1,190799,False,False,USUM71911283,False,Señorita,81,True,1,track,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,6v3KW9xbzN5yKLt9YKDYA2,4
26,2020-12-01T05:02:00Z,False,user,album,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,day,14,album,1,194087,False,False,USUM71900764,False,bad guy,87,True,2,track,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,4
27,2020-12-01T05:02:00Z,False,user,single,2ogiazbrNEx0kQHGl5ZBTQ,WAP (feat. Megan Thee Stallion),2020-08-07,day,1,album,1,187541,False,True,USAT22005111,False,WAP (feat. Megan Thee Stallion),90,True,1,track,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,4Oun2ylbjFKMPTiaSbbCih,4
28,2020-12-01T05:02:00Z,False,user,album,3mMWlBGocBwsS1Q0o9wvlc,Where the Light Is,2019-01-06,day,10,album,1,158571,False,False,TCAEA1802695,False,Sunday Best,83,True,7,track,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo,4
29,2020-12-01T05:02:00Z,False,user,album,4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,2020-01-17,day,20,album,1,210800,False,True,USUM72000788,False,Godzilla (feat. Juice WRLD),85,True,7,track,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,7FIWs0pqAYbP91WWM0vlTQ,4
30,2020-12-01T05:02:00Z,False,user,album,63iWSELt9V1kV6RSMxN7Ii,Changes,2020-02-14,day,17,album,1,208520,False,False,USUM71923046,False,Yummy,74,True,5,track,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842,16wAOAZ2OkqoIDN7TpChjR,4
31,2020-12-01T05:02:00Z,False,user,album,7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,day,11,album,1,221820,False,False,GBAHT1901303,False,Break My Heart,83,True,9,track,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,017PF4Q3l4DBUiWoXk4OWT,4
32,2020-12-01T05:02:00Z,False,user,single,6K4chJALBBMYmXjwgvqahx,Dynamite (DayTime Version),2020-08-28,day,6,album,1,199053,False,False,QM7282022872,False,Dynamite,83,True,1,track,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,0t1kP63rueHleOhQkYSXFY,4
33,2020-12-01T05:02:00Z,False,user,album,4KKRAmQ0ksj32l7mrgLOcF,Hey u x,2020-11-13,day,13,album,1,223488,False,True,USUM71922597,False,Supalonely (feat. Gus Dapperton),65,True,4,track,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,3GZoWLVbmxcBys6g0DLFLf,4
34,2020-12-01T05:02:00Z,False,user,single,4MHHajvRTUHItDsvfdIC8B,ily (i love you baby) (feat. Emilee),2019-11-26,day,1,album,1,176546,False,False,QZJRC1945204,False,ily (i love you baby) (feat. Emilee),85,True,1,track,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,62aP9fBQKYKxi7PDXwcUAS,4
35,2020-12-01T05:02:00Z,False,user,album,05c49JgPmL4Uz2ZeqRx5SP,Chromatica,2020-05-29,day,16,album,1,182200,False,False,USUM72004304,False,Rain On Me (with Ariana Grande),79,True,4,track,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,7ju97lgwC2rKQ6wwsf9no9,4
36,2020-12-01T05:02:00Z,False,user,single,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,day,1,album,1,175720,False,True,USSM11904276,False,HIGHEST IN THE ROOM,87,True,1,track,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW,4
37,2020-12-01T05:02:00Z,False,user,album,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,day,17,album,1,157560,False,False,USUM71814888,False,Sunflower - Spider-Man: Into the Spider-Verse,82,True,12,track,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,0RiRZpuVRbi7oqRdSMwhQY,4
38,2020-12-01T05:02:00Z,False,user,album,0p2yf6DucEgvj8Uk8KXJJv,PAPI JUANCHO,2020-08-21,day,22,album,1,199112,False,False,USSD12000190,False,Hawái,85,True,3,track,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,1yoMvmasuxZfqHEipJhRbp,4
39,2020-12-01T05:02:00Z,False,user,single,4zOhjJfe0dwqsNdDYk622E,Ride It,2019-07-26,day,1,album,1,157605,False,False,GBCEN1900047,False,Ride It,86,True,1,track,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2tnVG71enUj33Ic2nFN6kZ,4
40,2020-12-01T05:02:00Z,False,user,album,42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,2016-09-16,day,14,album,1,243836,False,True,USSM11607555,False,goosebumps,87,True,9,track,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2,4
41,2020-12-01T05:02:00Z,False,user,album,2eORe6u9TPXYisYshyXVeH,Translation,2020-06-18,day,15,album,1,214934,False,True,USSM11912430,False,RITMO (Bad Boys For Life),50,True,1,track,0.723,0.704,10,-7.088,0,0.0571,0.0259,0.00109,0.792,0.684,105.095,4NCsrTzgVfsDo8nWyP8PPc,4
42,2020-12-01T05:02:00Z,False,user,single,7q6zjWaLw8bN5nYiBWjrus,THE SCOTTS,2020-04-24,day,1,album,1,165977,False,True,USSM12002217,False,THE SCOTTS,83,True,1,track,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,39Yp9wwQiSRIDOvrVg7mbk,4
43,2020-12-01T05:02:00Z,False,user,album,5lJqux7orBlA1QzyiBGti1,YHLQMDLG,2020-02-28,day,20,album,1,295176,False,True,QM4TX2030965,False,Safaera,82,True,14,track,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,2DEZmgHKAvm41k4J3R2E9Y,4
44,2020-12-01T05:02:00Z,False,user,single,2sBB17RXTamvj7Ncps15AK,lovely (with Khalid),2018-04-19,day,1,album,1,200185,False,False,USUM71804190,False,lovely (with Khalid),88,True,1,track,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,4
45,2020-12-01T05:02:00Z,False,user,album,6tkjU4Umpo79wwkgPMV3nZ,Goodbye & Good Riddance,2018-12-10,day,17,album,1,239835,False,True,USUG11800685,False,Lucid Dreams,88,True,3,track,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,285pBltuF7vW8TeWk8hdRR,4
46,2020-12-01T05:02:00Z,False,user,single,5mUdh6YWnUvf0MfklEk1oi,Stuck with U,2020-05-08,day,1,album,1,228482,False,False,USUM72009644,False,Stuck with U (with Justin Bieber),86,True,1,track,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,3
47,2020-12-01T05:02:00Z,False,user,single,7BrlhEO8dHiNmU8A1Ep9RZ,If the World Was Ending (feat. Julia Michaels),2019-10-17,day,1,album,1,208687,False,False,USQX91902708,False,If the World Was Ending - feat. Julia Michaels,85,True,1,track,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,2kJwzbxV2ppxnQoYw4GLBZ,4
48,2020-12-01T05:02:00Z,False,user,album,7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,day,11,album,1,193829,False,False,GBAHT1901298,False,Physical,79,True,4,track,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,3AzjcOeAmA57TIOr9zF1ZW,4
49,2020-12-01T05:02:00Z,False,user,album,41GuZcammIkupMPKH2OJ6I,ASTROWORLD,2018-08-03,day,17,album,1,312820,False,True,USSM11806660,False,SICKO MODE,86,True,3,track,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,4
50,2020-06-22T07:23:55Z,False,user,single,4IRiXE5NROxknUSAUSjMoO,7 EP,2019-06-21,day,8,album,1,157066,False,False,USSM11902498,False,Old Town Road - Remix,81,True,1,track,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,2YpeDb67231RjR0MgVLzsG,4
51,2020-06-22T07:23:55Z,False,user,album,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,day,14,album,1,194087,False,False,USUM71900764,False,bad guy,87,True,2,track,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,4
52,2020-06-22T07:23:55Z,False,user,album,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),2019-06-19,day,16,album,1,190799,False,False,USUM71911283,False,Señorita,81,True,1,track,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,6v3KW9xbzN5yKLt9YKDYA2,4
53,2020-06-22T07:23:55Z,False,user,album,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,day,12,album,1,178626,False,True,USUM71900110,False,7 rings,86,True,10,track,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,4
54,2020-06-22T07:23:55Z,False,user,album,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,day,17,album,1,157560,False,False,USUM71814888,False,Sunflower - Spider-Man: Into the Spider-Verse,82,True,12,track,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,0RiRZpuVRbi7oqRdSMwhQY,4
55,2020-06-22T07:23:55Z,False,user,single,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,2019-10-31,day,1,album,1,183290,False,False,GBAHT1901121,False,Don't Start Now,84,True,1,track,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,4
56,2020-06-22T07:23:55Z,False,user,single,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,day,1,album,1,201660,False,True,USUM71813499,False,Without Me,82,True,1,track,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,5p7ujcrUXASCNwRaWNHR1C,4
57,2020-06-22T07:23:55Z,False,user,album,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,day,15,album,1,197866,False,False,GBAHS1900885,False,Beautiful People (feat. Khalid),76,True,1,track,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,70eFcWOvlMObDhURTqT4Fv,4
58,2020-06-22T07:23:55Z,False,user,album,4sLtOBOzn4s3GDUv3c5oJD,A Star Is Born Soundtrack,2018-10-05,day,34,album,1,215733,False,False,USUM71813192,False,Shallow,85,True,12,track,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,4
59,2020-06-22T07:23:55Z,False,user,single,1J2BrRxtQjVUa7X9Ne99xD,If I Can't Have You,2019-05-03,day,1,album,1,190800,False,False,USUM71907349,False,If I Can't Have You,78,True,1,track,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,6LsAAHotRLMOHfCsSfYCsz,4
60,2020-06-22T07:23:55Z,False,user,album,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,day,12,album,1,182160,False,False,DEUM71807062,False,Someone You Loved,90,True,4,track,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,4
61,2020-06-22T07:23:55Z,False,user,single,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,2019-07-19,day,1,album,1,202204,False,False,GBUM71902381,False,How Do You Sleep?,80,True,1,track,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,5
62,2020-06-22T07:23:55Z,False,user,single,13yMsBNa2femeWzhcDOqFw,i'm so tired...,2019-01-24,day,1,album,1,162582,False,False,GBKPL1933763,False,i'm so tired...,8,True,1,track,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,7COXchtUOMd6uIT6HvmRaI,4
63,2020-06-22T07:23:55Z,False,user,album,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,day,15,album,1,219946,False,False,GBAHS1900672,False,I Don't Care (with Justin Bieber),76,True,6,track,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,0hVXuCcriWRGvwMV1r5Yn9,4
64,2020-06-22T07:23:55Z,False,user,album,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,day,14,album,1,181026,False,False,USUG11900515,False,Sucker,83,True,1,track,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,4
65,2020-06-22T07:23:55Z,False,user,album,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,day,12,album,1,207320,False,True,USUM71819361,False,"thank u, next",84,True,11,track,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,4
66,2020-06-22T07:23:55Z,False,user,single,0puSqXoH0dMgimvyi5slCt,Easier,2019-05-23,day,1,album,1,157492,False,False,USUG11901520,False,Easier,4,True,1,track,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,4tNXntkAzQ5A2dfYRYGIIQ,4
67,2020-06-22T07:23:55Z,False,user,single,3tBkjgxDqAwss76O1YHsSY,Lose You To Love Me,2019-10-23,day,1,album,1,206458,False,False,USUM71918727,False,Lose You To Love Me,26,True,1,track,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,1HfMVBKM75vxSfsQ5VefZ5,4
68,2020-06-22T07:23:55Z,False,user,single,4ow6xJwn49gpWz7iHpOzWY,"10,000 Hours (with Justin Bieber)",2019-10-04,day,1,album,1,167693,False,False,USWB11902440,False,"10,000 Hours (with Justin Bieber)",84,True,1,track,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,4
69,2020-06-22T07:23:55Z,False,user,album,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,day,14,album,1,207038,False,False,USSM11905818,False,Liar,69,True,6,track,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,073ILU1C3APNRGF66VhtyA,4
70,2020-06-22T07:23:55Z,False,user,single,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,day,1,album,1,223523,False,False,USUM71901873,False,Never Really Over,77,True,1,track,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,5PYQUBXc7NYeI1obMKSJK0,4
71,2020-06-22T07:23:55Z,False,user,single,3zVB99XMdbP9HTVNg0GJwV,boyfriend,2019-08-02,day,1,album,1,186106,False,True,USUG11902591,False,boyfriend (with Social House),78,True,1,track,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,0Ryd8975WihbObpp5cPW1t,4
72,2020-06-22T07:23:55Z,False,user,album,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,day,7,album,1,229773,False,False,QM6MZ1917908,False,Boy With Luv (feat. Halsey),82,True,2,track,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,5KawlOMHjWeUjQtnuRs22c,4
73,2020-06-22T07:23:55Z,False,user,album,0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape),2019-01-18,day,15,album,1,178480,False,False,GBUM71808052,False,Don't Call Me Up,80,True,1,track,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,4
74,2020-06-22T07:23:55Z,False,user,single,41S9bfzXTSGK4HU2mp5qXH,Magnets EP,2019-05-24,day,5,album,1,174444,False,False,NLZ541900734,False,Post Malone (feat. RANI),76,True,5,track,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,0qc4QlcCxVTGyShurEv1UU,4
75,2020-06-22T07:23:55Z,False,user,single,7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,2018-08-17,day,1,album,1,187436,False,False,USAT21802011,False,Sweet but Psycho,25,True,1,track,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,25sgk305KZfyuqVBQIahim,4
76,2020-06-22T07:23:55Z,False,user,album,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,day,17,album,1,215280,False,False,USUM71915699,False,Circles,88,True,6,track,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb,4
77,2020-06-22T07:23:55Z,False,user,single,78EicdHZr5XBWD7llEZ1Jh,Happier,2018-08-17,day,1,album,1,214289,False,False,USUG11801651,False,Happier,84,True,1,track,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,4
78,2020-06-22T07:23:55Z,False,user,album,7dQ734EW0iLvQfF6vBFNiZ,FRIENDS KEEP SECRETS,2018-12-07,day,7,album,1,170769,False,False,USUM71809132,False,Eastside (with Halsey & Khalid),73,True,1,track,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,7FGq80cy8juXBCD2nrqdWU,4
79,2020-06-22T07:23:55Z,False,user,album,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,day,12,album,1,190440,False,True,USUM71900409,False,"break up with your girlfriend, i'm bored",79,True,12,track,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,4
